,Dutch (nl),Positive,Negative
1214,verbetering,1,0
1215,wedden,0,0
1216,betty,0,0
1217,schuin,0,0
1218,drank,1,0
1219,schare,0,0
1220,pas op,0,1
1221,verbijsterd,0,1
1222,verbijstering,0,0
1223,vooroordeel,0,1
1224,vooringenomen,0,1
1225,slabbetje,0,0
1226,bijbels,1,0
1227,bibliografie,0,0
1228,gekibbel,0,1
1229,bicolor,0,0
1230,fiets,0,0
1231,bod,0,0
1232,bieder,0,0
1233,bod,0,0
1234,tweejarig,0,0
1235,NO TRANSLATION,0,1
1236,splitsing,0,0
1237,groot,0,0
1238,onverdraaglijke,0,1
1239,kwezelachtig,0,1
1240,fiets,0,0
1241,bilaterale,0,0
1242,dubbellaag,0,0
1243,gal,0,1
1244,kim,0,0
1245,tweetalig,1,0
1246,Bill,0,0
1247,blok hout,0,0
1248,biljart,0,0
1249,miljard,0,0
1250,Billy,0,0
1251,tweemaandelijks,0,0
1252,NO TRANSLATION,0,0
1253,binair,0,0
1254,binden,0,0
1255,boekbinderij,0,0
1256,verbindend,0,0
1257,bing,0,0
1258,verrekijker,0,0
1259,kijker,0,0
1260,binomium,0,0
1261,biogenese,0,0
1262,biograaf,0,0
1263,biografie,0,0
1264,biologie,0,0
1265,biopsie,0,1
1266,biosfeer,0,0
1267,tweedelig,0,0
1268,berk,0,1
1269,vogel,0,0
1270,geboorte,1,0
1271,verjaardag,1,0
1272,geboorteplaats,0,1
1273,geboorterecht,0,0
1274,NO TRANSLATION,0,0
1275,biseksueel,0,0
1276,bisschop,0,0
1277,bizon,0,0
1278,beetje,0,0
1279,teef,0,1
1280,beet,0,1
1281,bitter,0,1
1282,bitterheid,0,1
1283,asfalt,0,0
1284,tweewekelijkse,0,0
1285,bizar,0,1
1286,zwart,0,1
1287,braambes,0,0
1288,schoolbord,0,0
1289,ploertendoder,0,1
1290,chantage,0,1
1291,zwartheid,0,1
1292,smid,0,0
1293,blaas,0,0
1294,blad,0,0
1295,de schuld geven,0,1
1296,onberispelijk,1,0
1297,zacht,0,1
1298,blanco,0,0
1299,deken,0,0
1300,godslasterlijk,0,1
1301,godslastering,0,1
1302,ontploffing,0,1
1303,schreeuwerig,0,1
1304,kletsen,0,1
1305,bles,0,1
1306,brandend,0,0
1307,bleken,0,0
1308,guur,0,1
1309,bloeden,0,1
1310,smet,0,1
1311,mengsel,0,0
1312,blending,0,0
1313,zegenen,1,0
1314,gezegend,1,0
1315,zegen,1,0
1316,zegeningen,1,0
1317,meeldauw,0,1
1318,ellendig,0,1
1319,Blind,0,1
1320,verblind,0,1
1321,geblinddoekt,0,0
1322,geblinddoekt,0,0
1323,blindelings,0,1
1324,blindheid,0,1
1325,knipperen,0,0
1326,geluk,1,0
1327,zalig,1,0
1328,blaar,0,1
1329,blitz,0,0
1330,sneeuwstorm,0,0
1331,opgeblazen,0,1
1332,bobbel,0,1
1333,blok,0,0
1334,blokkade,0,1
1335,NO TRANSLATION,0,0
1336,bloed,0,0
1337,bloedhond,0,0
1338,bloedeloos,1,0
1339,bloedvergieten,0,1
1340,bloeddorstig,0,1
1341,bloedig,0,1
1342,bloeien,1,0
1343,bloesem,1,0
1344,vlek,0,1
1345,blouse,0,0
1346,blazer,0,1
1347,blowing,0,0
1348,geblazen,0,0
1349,uitblazen,0,1
1350,blauw,0,0
1351,blues,0,1
1352,bluffen,0,1
1353,blauwachtig,0,0
1354,flater,0,1
1355,stomp,0,0
1356,vervagen,0,1
1357,wazig,0,1
1358,blozen,0,1
1359,blozen,0,0
1360,NO TRANSLATION,0,0
1361,mannetjesvarken,0,0
1362,boord,0,0
1363,NO TRANSLATION,0,0
1364,boarding,0,0
1365,boards,0,0
1366,opscheppen,1,1
1367,opscheppen,0,1
1368,boot,0,0
1369,varen,0,0
1370,spoel,0,0
1371,voorspellen,0,0
1372,lijfje,0,0
1373,lichamelijk,0,0
1374,lichaam,0,0
1375,lijfwacht,1,0
1376,moeras,0,1
1377,vals,0,1
1378,koken,0,1
1379,boiler,0,0
1380,standaardtekst,0,1
1381,kookpunt,0,0
1382,onstuimig,1,1
1383,stoutmoedig,1,0
1384,vrijmoedigheid,1,0
1385,ondersteunen,1,0
1386,bout,0,0
1387,pil,0,0
1388,bom,0,1
1389,bombarderen,0,1
1390,bombardement,0,1
1391,gebombardeerd,0,1
1392,bommenwerper,0,0
1393,welvaart,1,0
1394,obligatie,0,0
1395,slavernij,0,1
1396,obligaties,0,1
1397,bot,0,0
1398,boner,0,0
1399,beenderen,0,0
1400,vreugdevuur,0,0
1401,NO TRANSLATION,1,0
1402,kap,0,0
1403,bonus,1,0
1404,benig,0,0
1405,boe,0,1
1406,lobbes,0,0
1407,domoor,0,1
1408,boek,0,0
1409,boekenkast,0,0
1410,reservering,0,0
1411,boekachtig,1,0
1412,boekhouder,0,0
1413,boekhouding,0,0
1414,boekje,0,0
1415,boeken,0,0
1416,boekhandelaar,0,0
1417,boekenwinkel,1,0
1418,boekenwinkel,0,0
1419,boekenworm,1,1
1420,boemerang,0,0
1421,booming,0,0
1422,zegen,1,0
1423,boost,0,0
1424,booster,0,0
1425,bagageruimte,0,0
1426,kraam,0,0
1427,laarzen,0,0
1428,buit,0,0
1429,drank,0,1
1430,grens,0,0
1431,grenzend,0,0
1432,NO TRANSLATION,0,1
1433,boreale,0,0
1434,verveling,0,1
1435,boorder,0,0
1436,saai,0,1
1437,stad,0,0
1438,lenen,0,0
1439,lener,0,1
1440,boezem,0,0
1441,baas,0,0
1442,Boston,0,0
1443,botanisch,0,0
1444,botanist,0,0
1445,plantkunde,0,0
1446,dwars zitten,0,1
1447,dwars,0,1
1448,fles,0,0
1449,bodem,0,1
1450,bodemloos,0,0
1451,kei,0,0
1452,stuiteren,0,0
1453,gebonden,0,1
1454,grens,0,0
1455,grenzeloos,0,0
1456,bounds,0,0
1457,rijkelijk,1,0
1458,gave,1,0
1459,boeket,1,0
1460,burgerlijk,0,0
1461,bourgeoisie,0,0
1462,bourse,0,0
1463,aanval,0,1
1464,rund,0,1
1465,gebogen,0,0
1466,ingewanden,0,0
1467,kom,0,0
1468,kommen,0,0
1469,doos,0,0
1470,bokser,0,0
1471,boksen,0,0
1472,jongen,0,1
1473,boycot,0,1
1474,jongensjaren,0,0
1475,jongensachtig,0,0
1476,beugel,0,0
1477,armband,0,0
1478,een beugel,0,0
1479,brachiale,0,0
1480,haakje,0,0
1481,beugels,0,0
1482,brak,0,0
1483,spijker zonder kop,0,0
1484,opscheppen,0,1
1485,vlecht,0,0
1486,hersenen,0,0
1487,hersenen,1,0
1488,brainstorm,0,0
1489,rem,0,0
1490,zemelen,0,0
1491,tak,0,0
1492,vertakking,0,0
1493,brandewijn,0,1
1494,messing,0,0
1495,kind,0,0
1496,bravade,0,1
1497,moed,1,0
1498,ruzie,0,1
1499,bronzen,0,1
1500,schending,0,1
1501,brood,0,0
1502,breedte,0,0
1503,breken,0,0
1504,breekbaar,0,0
1505,afbreken,0,1
1506,breker,0,0
1507,branding,0,0
1508,ontbijt,1,0
1509,halsbrekend,0,1
1510,NO TRANSLATION,0,1
1511,adem,0,0
1512,sluitstuk,0,0
1513,korte broek,0,0
1514,ras,0,0
1515,fokker,0,0
1516,teelt,0,0
1517,bries,0,0
1518,winderig,0,0
1519,broeders,0,0
1520,NO TRANSLATION,0,0
1521,beknoptheid,0,0
1522,brouwen,0,0
1523,bierbrouwerij,0,0
1524,steekpenning,0,1
1525,omkoperij,0,1
1526,steen,0,0
1527,bruids,1,0
1528,bruid,1,0
1529,bruidegom,1,0
1530,bruidsmeisje,1,0
1531,brug,0,0
1532,teugel,0,0
1533,kort,0,0
1534,brik,0,0
1535,brigade,0,1
1536,opvrolijken,1,0
1537,helderheid,1,0
1538,briljant,1,0
1539,rand,0,0
1540,boordevol,0,0
1541,zwavel,0,1
1542,pekel,0,0
1543,brengen,0,0
1544,rand,0,0
1545,levendig,0,0
1546,borstel,0,1
1547,bros,0,0
1548,uitzending,0,0
1549,volle laag,0,1
1550,brokaat,1,0
1551,brochure,0,0
1552,braden,0,1
1553,kapot gegaan,0,1
1554,gebroken,0,1
1555,makelaar,0,0
1556,makelaardij,0,0
1557,bronco,0,0
1558,bronzen,0,0
1559,broeden,0,0
1560,broeden,0,0
1561,beek,0,0
1562,bezem,0,0
1563,bouillon,0,0
1564,bordeel,0,1
1565,broer,1,0
1566,broederschap,1,0
1567,broederlijk,1,0
1568,voorhoofd,0,0
1569,bruin,0,0
1570,blauwe plek,0,1
1571,brunette,0,0
1572,dupe,0,1
1573,borstel,0,0
1574,brutaal,0,1
1575,beestachtigheid,0,1
1576,bruut,0,1
1577,bubbel,0,0
1578,bubbling,0,0
1579,reebok,1,1
1580,emmer,0,0
1581,gesp,0,0
1582,verbogen,0,0
1583,knop,0,0
1584,makker,1,0
1585,verroeren,0,0
1586,begroting,0,0
1587,buffel,0,0
1588,buffer,0,0
1589,buffet,0,1
1590,kever,0,1
1591,NO TRANSLATION,0,1
1592,buggy,0,0
1593,hoorn,0,0
1594,bouwen,1,0
1595,bouwer,0,0
1596,gebouw,1,0
1597,gebouwen,0,0
1598,lamp,0,0
1599,knolvormig,0,1
1600,uitpuilen,0,0
1601,massa,0,0
1602,waterdicht schot,0,0
1603,omvangrijk,0,0
1604,bul,0,0
1605,bulldog,1,0
1606,bulldozer,0,0
1607,kogel,0,0
1608,bulletin,0,0
1609,kogelvrij,1,0
1610,os,0,0
1611,bullebak,0,1
1612,bolwerk,0,0
1613,kont,0,1
1614,jammer,0,1
1615,buil,0,0
1616,NO TRANSLATION,0,0
1617,bos,0,0
1618,bundel,0,0
1619,bungalow,0,0
1620,slaapbank,0,0
1621,bunker,0,0
1622,stoot,0,0
1623,boei,1,0
1624,drijfvermogen,0,0
1625,klis,0,0
1626,last,0,0
1627,zwaar,0,1
1628,bureau,0,0
1629,bureaucratie,0,1
1630,bureaucraat,0,1
1631,inbreker,0,1
1632,inbraak,0,1
1633,begrafenis,0,1
1634,begraven,0,1
1635,Burke,0,1
1636,jute,0,0
1637,klucht,0,0
1638,potig,0,0
1639,brandwond,0,0
1640,brander,0,0
1641,brandend,0,0
1642,gepolijst,0,0
1643,burnout,0,0
1644,verbrand,0,1
1645,wetsteen,0,0
1646,hol,0,0
1647,studiebeurs,0,0
1648,begraven,0,0
1649,bus,0,0
1650,struik,0,0
1651,schepel,0,0
1652,ruig,0,0
1653,bedrijf,0,0
1654,Buss,1,0
1655,buste,0,0
1656,opgepakt,0,1
1657,drukte,0,0
1658,druk,0,0
1659,bezig,0,0
1660,butaan,0,0
1661,slager,0,1
1662,butler,1,0
1663,mikpunt,0,1
1664,boter,0,0
1665,vlinder,0,0
1666,boterachtig,1,0
1667,bil,0,0
1668,knop,0,0
1669,steunpilaar,0,0
1670,mollig,1,0
1671,kopen,0,0
1672,koper,0,0
1673,buying,0,0
1674,gezoem,1,0
1675,gonsde,0,1
1676,zoemer,0,0
1677,doei,0,0
1678,vervlogen,0,0
1679,bylaw,0,0
1680,omstander,0,0
1681,byte,0,0
1682,taxi,1,0
1683,kliek,0,1
1684,kool,0,0
1685,cabine,0,0
1686,kabinet,1,0
1687,kabel,0,0
1688,cabriolet,0,0
1689,cache,0,0
1690,cacofonie,0,1
1691,ploert,0,1
1692,kadaver,0,1
1693,caddy,0,0
1694,cadans,0,0
1695,cadet,0,0
1696,cafe,1,0
1697,kooi,0,1
1698,steenhoop,0,0
1699,cake,0,0
1700,ramp,0,0
1701,kalkrijke,0,0
1702,berekenen,0,0
1703,berekend,0,0
1704,berekenen,0,1
1705,berekening,0,0
1706,rekenmachine,1,0
1707,rekening,0,0
1708,kalender,0,0
1709,Auto corrected to: calendar,0,0
1710,kalf,1,0
1711,kaliber,0,0
1712,kalibreren,0,0
1713,calico,0,0
1714,remklauwen,0,0
1715,telefoontje,0,0
1716,schoonschrift,0,0
1717,roeping,0,0
1718,NO TRANSLATION,0,1
1719,calls,0,1
1720,kalmte,1,0
1721,rust,0,0
1722,warmte,0,0
1723,calorie,0,0
1724,calorimeter,0,0
1725,kam,0,0
1726,welving,0,0
1727,kameel,0,0
1728,camee,0,0
1729,cameraman,0,0
1730,hemdje,0,0
1731,camouflage,0,0
1732,NO TRANSLATION,0,0
1733,kamp,0,0
1734,campagne,0,0
1735,veteraan,0,0
1736,campagne voeren,0,1
1737,campus,0,0
1738,kanaal,0,0
1739,kanarie,1,0
1740,Annuleer,0,1
1741,annuleren,0,0
1742,annulering,0,0
1743,kanker,0,1
1744,openhartig,1,0
1745,kandidatuur,0,0
1746,kandidaat,1,0
1747,geglaceerd,1,0
1748,kaars,0,0
1749,kaarslicht,0,0
1750,kandelaar,0,0
1751,openhartigheid,0,0
1752,snoep,0,0
1753,riet,0,0
1754,hoektand,0,0
1755,busje,0,0
1756,kanker,0,1
1757,kannibaal,0,1
1758,kannibalisme,0,1
1759,inblikken,0,0
1760,NO TRANSLATION,0,1
1761,kano,0,0
1762,canon,0,0
1763,kanoniek,0,0
1764,canons,0,0
1765,baldakijn,0,0
1766,kantine,0,0
1767,Canterbury,0,0
1768,console,0,0
1769,NO TRANSLATION,0,0
1770,kanton,0,0
1771,canvas,0,0
1772,NO TRANSLATION,0,0
1773,pet,0,0
1774,geschiktheid,0,0
1775,in staat,0,0
1776,capaciteit,0,0
1777,kaap,0,0
1778,kappertje,0,0
1779,capillair,0,0
1780,hoofdstad,0,0
1781,kapitalist,1,0
1782,hoofdsteden,0,0
1783,capitation,0,0
1784,Capitol,0,0
1785,capitulatie,0,0
1786,gril,0,0
1787,grillig,0,0
1788,caps,0,0
1789,capsule,0,0
1790,gezagvoerder,1,0
1791,onderschrift,0,0
1792,boeien,1,0
1793,boeiende,1,0
1794,gevangen,0,1
1795,gevangenschap,0,1
1796,vanger,0,1
1797,gevangen nemen,0,1
1798,auto,0,0
1799,karamel,0,0
1800,karaat,0,0
1801,caravan,0,0
1802,koolstof,0,0
1803,karkas,0,1
1804,carcinoom,0,1
1805,kaart,0,0
1806,Cardigan,0,0
1807,kardinaal,0,0
1808,cardiomyopathie,0,1
1809,kaarten,0,0
1810,zorg,0,0
1811,carrière,1,0
1812,voorzichtig,1,0
1813,voorzichtig,1,0
1814,slordigheid,0,1
1815,strelen,1,0
1816,dakje,0,0
1817,huisbewaarder,1,0
1818,lading,0,0
1819,Caribou,0,0
1820,karikatuur,0,1
1821,cariës,0,1
1822,bloedbad,0,1
1823,vleselijk,0,1
1824,anjer,0,0
1825,vleesetend,0,1
1826,Carol,1,0
1827,carrousel,0,0
1828,timmerman,0,0
1829,vervoer,0,0
1830,gedragen,0,0
1831,carrier,0,0
1832,dragen,0,0
1833,vervoer,0,0
1834,kar,0,0
1835,kartel,0,1
1836,voerman,0,0
1837,kraakbeen,0,0
1838,cartografische,0,0
1839,cartografie,0,0
1840,spotprent,0,0
1841,NO TRANSLATION,0,0
1842,patroon,0,0
1843,kerven,0,0
1844,voorsnijder,0,0
1845,snijwerk,0,0
1846,cascade,1,0
1847,geval,0,1
1848,caseïne,0,0
1849,contant geld,1,0
1850,Kassa,0,0
1851,kasjmier,0,0
1852,omhulsel,0,0
1853,casino,0,0
1854,vat,0,0
1855,kistje,0,1
1856,gegoten,0,0
1857,kaste,0,1
1858,gieter,0,0
1859,kasteel,0,0
1860,castor,0,0
1861,toevallig,0,0
1862,toevallig,0,0
1863,ongeval,0,1
1864,kat,0,0
1865,katabolisme,0,0
1866,catalogus,0,0
1867,catalogus,0,0
1868,katalyse,0,0
1869,katalytische,0,0
1870,katamaran,0,0
1871,katapult,0,0
1872,staar,0,1
1873,catastrofe,0,1
1874,vangst,0,0
1875,vangen,0,0
1876,catechismus,0,0
1877,categorisch,1,0
1878,categorie,0,0
1879,tegemoet te komen,1,0
1880,traiteur,0,0
1881,rups-,0,0
1882,Cates,0,0
1883,purgeermiddel,1,0
1884,kathedraal,1,0
1885,katheter,0,1
1886,Katholiek,0,0
1887,kattenkruid,0,0
1888,vee,0,0
1889,caucus,0,0
1890,staart-,0,0
1891,kalefateren,0,0
1892,oorzakelijk,0,0
1893,oorzakelijk verband,0,0
1894,oorzakelijkheid,0,0
1895,veroorzaakt,0,0
1896,dam,0,0
1897,voorzichtigheid,0,1
1898,waarschuwend,0,0
1899,voorzichtig,1,0
1900,behoedzaam,1,0
1901,cavalerie,0,0
1902,grot,0,0
1903,caveat,0,0
1904,grot,0,0
1905,hol,0,0
1906,holte,0,0
1907,cayenne,0,0
1908,ophouden,0,0
1909,onophoudelijk,0,0
1910,afstaan,0,1
1911,plafond,0,0
1912,celebrant,0,0
1913,beroemd,1,0
1914,vieren,1,0
1915,viering,1,0
1916,beroemdheid,1,1
1917,hemel-,1,0
1918,celibaat,0,0
1919,cel,0,0
1920,kelder,0,0
1921,cellulair,0,0
1922,celluloïde,0,0
1923,cement,0,0
1924,gecementeerd,0,0
1925,begraafplaats,0,1
1926,censor,0,1
1927,afkeuring,0,1
1928,volkstelling,0,0
1929,cent,0,0
1930,eeuwfeest,0,0
1931,honderdjarig,0,0
1932,centrum,1,0
1933,centimeter,0,0
1934,centraal,0,0
1935,centraliteit,0,0
1936,centralisatie,0,0
1937,centraliseren,0,0
1938,centraal,0,0
1939,centrifugaal,0,0
1940,centrifuge,0,0
1941,centurion,1,0
1942,eeuw,0,0
1943,keramiek,0,0
1944,cornflakes,0,0
1945,granen,0,0
1946,hersen-,1,0
1947,ceremonieel,0,0
1948,ceremonie,1,0
1949,zekerheid,1,0
1950,certificaat,0,0
1951,waarmerken,0,0
1952,Cess,0,1
1953,het ophouden,0,1
1954,kaf,0,1
1955,schuren,0,1
1956,verdriet,0,1
1957,keten,0,0
1958,stoel,0,0
1959,Voorzitter,1,0
1960,voorzitter,0,0
1961,voorzitter,1,0
1962,sjees,0,0
1963,chalet,0,0
1964,kelk,0,0
1965,krijt,0,0
1966,uitdaging,0,1
1967,kamer,0,0
1968,kamers,0,0
1969,kameleon,0,0
1970,Champagne,0,0
1971,kampioen,1,0
1972,kans,0,0
1973,kanselier,0,0
1974,kroonluchter,0,0
1975,kaarsenmaker,0,0
1976,verandering,0,0
1977,veranderlijk,0,0
1978,veranderd,0,0
1979,wisselaar,0,0
1980,veranderen,0,0
1981,kanaal,0,0
1982,zingen,1,0
1983,chaos,0,1
1984,chaotisch,0,1
1985,kerel,0,0
1986,kapel,0,0
1987,kapelaan,0,0
1988,venter,0,0
1989,chaps,0,0
1990,hoofdstuk,0,0
1991,verkolen,0,0
1992,karakter,0,0
1993,karakteristiek,0,0
1994,karakteriseren,0,0
1995,charade,0,1
1996,houtskool,0,0
1997,in rekening brengen,0,0
1998,laste,0,1
1999,lader,1,0
2000,wagen,0,0
2001,liefdadig,1,0
2002,goed doel,1,0
2003,betoveren,1,0
2004,ingenomen,1,1
2005,tovenaar,0,0
2006,charmant,1,0
2007,tabel,0,0
2008,charter,0,0
2009,gecharterde,0,0
2010,jacht,0,1
2011,kloof,0,0
2012,kastijding,0,1
2013,kuisheid,1,0
2014,babbelen,0,0
2015,kasteel,0,0
2016,klapperen,0,0
2017,chattering,1,0
2018,spraakzaam,0,1
2019,chauffeur,0,0
2020,goedkoop,0,1
2021,bedriegen,0,1
2022,controleren,0,0
2023,controleur,0,0
2024,geruit,0,0
2025,damspel,0,0
2026,checklist,1,0
2027,wang,0,0
2028,wangen,0,0
2029,NO TRANSLATION,0,0
2030,juichen,1,0
2031,vrolijk,1,0
2032,opgewektheid,1,0
2033,cheering,1,0
2034,NO TRANSLATION,1,0
2035,kwarktaart,0,1
2036,cheetah,0,0
2037,NO TRANSLATION,0,0
2038,scheikundige,1,0
2039,chemie,0,0
2040,controleren,0,0
2041,koesteren,1,0
2042,kers-,1,0
2043,schaak,0,0
2044,borst,0,0
2045,kastanje,0,0
2046,chevron,0,0
2047,kauwen,0,0
2048,chique,0,0
2049,chicane,0,1
2050,kip,0,0
2051,chef,0,0
2052,hoofdzakelijk,0,0
2053,opperhoofd,1,0
2054,kind,1,0
2055,bevalling,0,0
2056,kinderjaren,1,0
2057,kinderachtig,0,1
2058,kilte,0,0
2059,koud,0,1
2060,klokkenspel,0,0
2061,chimera,0,0
2062,klokkenspel,0,0
2063,schoorsteen,0,0
2064,China,0,0
2065,NO TRANSLATION,0,0
2066,chinook,0,0
2067,spaander,0,0
2068,chippen,0,0
2069,piepen,1,0
2070,beitel,1,0
2071,briefje,0,0
2072,ridderlijkheid,1,0
2073,chloroform,0,1
2074,chocola,1,0
2075,keuze,1,0
2076,koor,1,0
2077,stikken,0,1
2078,cholera,0,1
2079,Kiezen,0,0
2080,kiezen,0,0
2081,karbonade,0,1
2082,hakken,0,0
2083,karbonades,0,0
2084,koor-,1,0
2085,akkoorden,0,0
2086,karwei,0,1
2087,koor,1,0
2088,uitgekozen,1,0
2089,chowder,1,0
2090,doop,0,0
2091,chromatisch,0,0
2092,chromatografie,0,0
2093,chromosome,0,0
2094,chronisch,0,1
2095,kroniek,1,0
2096,chronograaf,0,0
2097,chronologisch,0,0
2098,klauwplaat,0,0
2099,gniffel,1,0
2100,brok,0,0
2101,chunky,0,0
2102,kerk,1,0
2103,kerkhof,0,0
2104,karnen,0,0
2105,chute,0,0
2106,chutney,0,0
2107,doei,0,0
2108,cider,1,0
2109,sigaar,0,0
2110,sigaret,0,1
2111,cinch,0,0
2112,sintel,0,0
2113,bioscoop,0,0
2114,cameraman,0,0
2115,cinematografie,0,0
2116,kaneel,0,0
2117,cijfer,0,0
2118,cirkel,0,0
2119,cirkelen,0,0
2120,circuit,0,0
2121,circulaire,0,0
2122,circuleren,0,0
2123,circulatie,0,0
2124,besnijdenis,1,0
2125,omtrek,0,0
2126,omlopende,0,0
2127,omcirkeld,0,0
2128,omstandigheid,0,0
2129,bijkomstig,0,0
2130,omzeiling,1,1
2131,circus,0,0
2132,vederwolk,0,0
2133,regenbak,0,0
2134,citadel,0,0
2135,citaat,0,0
2136,inwoner,1,0
2137,citroengeel,0,0
2138,stad,0,0
2139,burgerlijk,0,0
2140,civiel,1,0
2141,civiel,0,0
2142,beleefdheid,1,0
2143,beschaving,1,0
2144,beschaafd,1,0
2145,gekleed,0,0
2146,vordering,0,0
2147,eiser,0,0
2148,helderziende,1,0
2149,clam,0,0
2150,geschreeuw,0,1
2151,klem,0,0
2152,stam,0,0
2153,clandestien,0,0
2154,klap,1,0
2155,nader toelichten,1,0
2156,klarinet,0,0
2157,klaroen,0,0
2158,helderheid,0,0
2159,botsen,0,1
2160,botsende,0,1
2161,sluiting,0,0
2162,klasse,0,0
2163,klassiek,1,0
2164,klassiek,1,0
2165,classics,1,0
2166,classificatie,0,0
2167,classificeren,1,0
2168,klasgenoot,0,0
2169,gekletter,0,0
2170,clausule,0,0
2171,clausules,0,0
2172,klauw,0,1
2173,klauwen,0,0
2174,klei,0,0
2175,schoon,1,0
2176,schoonmaak,1,0
2177,zindelijkheid,1,0
2178,schoon,1,0
2179,reinigen,1,0
2180,reiniging,1,0
2181,opruiming,1,0
2182,opheldering,0,0
2183,helderheid,1,0
2184,decollete,0,0
2185,klieven,0,0
2186,sleutel,0,0
2187,spleet,0,0
2188,genade,0,0
2189,geestelijkheid,0,0
2190,geestelijke,0,0
2191,klerikaal,1,0
2192,klerk,0,0
2193,klerkenbaantje,0,0
2194,knap,1,0
2195,handigheid,1,0
2196,Klik,0,0
2197,cliënt,0,0
2198,cliënteel,0,0
2199,klif,0,0
2200,klimaat,0,0
2201,climatologie,0,0
2202,climax,1,0
2203,beklimmen,0,0
2204,kleven,0,0
2205,klem,0,0
2206,klipper,0,0
2207,knipsel,0,0
2208,NO TRANSLATION,0,0
2209,mantel,0,0
2210,klok,0,0
2211,uurwerk,0,0
2212,verstoppen,0,0
2213,klooster,0,1
2214,dichtbij,0,0
2215,Gesloten,0,0
2216,geslotenheid,1,0
2217,kast,0,0
2218,sluiting,1,0
2219,stollen,0,0
2220,kleding,0,0
2221,NO TRANSLATION,1,0
2222,kleren,0,0
2223,Kledinglijn,0,0
2224,kleding,0,0
2225,wolk,0,0
2226,bewolkt,0,1
2227,bewolking,0,1
2228,bewolkt,0,0
2229,Klaver,0,0
2230,kruidnagel,0,0
2231,clown,1,0
2232,club,0,0
2233,clubgebouw,0,0
2234,klaveren,0,0
2235,aanwijzing,0,0
2236,klomp,0,1
2237,onhandig,0,1
2238,TROS,0,0
2239,koppeling,0,0
2240,koppelingen,0,0
2241,rommel,0,0
2242,trainer,0,0
2243,stolling,0,0
2244,steenkool,0,0
2245,samensmelten,0,0
2246,coalitie,1,0
2247,kust,1,0
2248,kust-,0,0
2249,kustvaarder,0,0
2250,jas,0,0
2251,bekleding,0,0
2252,overhalen,0,0
2253,kobalt,0,0
2254,lappen,0,0
2255,schoenlapper,0,0
2256,cobra,0,0
2257,cocaïne,0,1
2258,pik,0,0
2259,cockpit,0,0
2260,cocktail,0,0
2261,cacao,0,0
2262,cocon,0,0
2263,kabeljauw,0,0
2264,code,0,0
2265,codex,0,0
2266,codificatie,0,0
2267,codificeren,0,0
2268,coëfficiënt,0,0
2269,dwingen,0,1
2270,dwang,0,1
2271,dwang-,0,0
2272,naast elkaar bestaan,1,0
2273,gelijktijdig bestaan,0,0
2274,naast elkaar bestaan,0,0
2275,koffie,0,0
2276,kist,0,1
2277,tand,0,0
2278,overtuigend,1,0
2279,verwant,0,0
2280,kennis,0,0
2281,cognitieve,1,0
2282,samenwoning,0,0
2283,samenhang,1,0
2284,samenhangend,1,0
2285,samenhang,0,0
2286,samenhangend,1,0
2287,cohorte,0,0
2288,spoel,0,0
2289,opgerolde,0,0
2290,munt,0,0
2291,muntstelsel,0,0
2292,samenvallen,0,0
2293,toeval,0,0
2294,samenvallend,0,0
2295,samenvallen,0,0
2296,cokes,0,0
2297,koude,0,1
2298,koud,0,1
2299,koude,0,1
2300,koliek,0,1
2301,medewerker,0,0
2302,ineenstorting,0,1
2303,kraag,0,0
2304,vergelijken,0,0
2305,onderpand,0,0
2306,vergelijking,0,0
2307,collega,0,0
2308,verzamelen,0,0
2309,verzamelde,0,0
2310,verzameling,0,0
2311,collectief,0,0
2312,collectief,1,0
2313,verzamelaar,0,0
2314,college,0,0
2315,collegiale,0,0
2316,in botsing komen,0,0
2317,collie,0,0
2318,botsing,0,1
2319,plaatsing,0,0
2320,gemeenzaam,0,0
2321,geheime verstandhouding,0,1
2322,dikke darm,0,0
2323,kolonel,1,0
2324,koloniaal,0,0
2325,kolonie,0,0
2326,colofon,0,0
2327,kleur,0,0
2328,kleur,0,0
2329,gekleurde,0,0
2330,kleur,0,0
2331,kleurloos,0,0
2332,kleuren,0,0
2333,kolossaal,1,0
2334,Colt,0,0
2335,kolom,0,0
2336,zuilvormig,0,0
2337,coma,0,1
2338,comateuze,0,1
2339,kam,0,0
2340,gevecht,0,1
2341,strijder,0,1
2342,strijdlustig,0,1
2343,combinatie,0,0
2344,combinatorisch,0,0
2345,combineren,0,0
2346,gecombineerde,0,0
2347,brandbaar,0,0
2348,verbranding,0,0
2349,komedie,0,0
2350,komeet,0,0
2351,comfort,1,0
2352,trooster,0,0
2353,grappig,0,0
2354,komisch,0,0
2355,komt eraan,0,0
2356,komma,0,0
2357,opdracht,0,0
2358,commandant,1,0
2359,commandant,0,0
2360,bevelvoerend,1,0
2361,herdenken,1,0
2362,herdenking,1,0
2363,herdenkings-,1,0
2364,beginnen,0,0
2365,aanprijzen,1,0
2366,prijzenswaardig,1,0
2367,evenredig,0,0
2368,commentaar,0,0
2369,commentaar,0,0
2370,commentator,1,0
2371,handel,0,0
2372,commercieel,0,0
2373,commissaris,0,0
2374,commissie,0,0
2375,commissaris,0,0
2376,plegen,0,0
2377,toewijzing,0,1
2378,toegewijd,1,0
2379,commissie,0,0
2380,koopwaar,0,0
2381,commodore,1,0
